# radius density temp h1 he3 he4 c12 c13 n13 n14 n15 o16 o17 o18 f19 ne20 ne22 mg24 si28
1664
  1.715085283182138e+06  4.941060513044880e+07  4.408294408384930e+07  8.030365707269577e-46  8.820839230380686e-26  9.036946265821977e-30  3.569914563424491e-01  3.844405006863798e-05  2.713520410580779e-41  3.193862468177220e-34  1.122138282478727e-22  6.188532024560204e-01  4.094494600905079e-06  2.282817932380207e-05  4.243395386307515e-07  1.933531655025687e-02  1.363877445896494e-04  3.952897258636779e-03  6.649485845151433e-04
  2.577970629861616e+06  4.940553997912887e+07  4.408286185980170e+07  8.030710939639435e-46  8.820839821973366e-26  9.035535571012204e-30  3.569914032575498e-01  3.844405006802249e-05  2.712754720846210e-41  3.192935686216049e-34  1.121175184242487e-22  6.188531748288016e-01  4.094494600897128e-06  2.282817932375774e-05  4.243395467050397e-07  1.933539567607827e-02  1.363877471848211e-04  3.952898828893749e-03  6.649485979524106e-04
  3.019875397265461e+06  4.940111608130034e+07  4.408279003625409e+07  8.031015818900582e-46  8.820840375218098e-26  9.034217570296197e-30  3.569912115961222e-01  3.844405006580029e-05  2.712086106359302e-41  3.192100471507785e-34  1.121175197497989e-22  6.188530718178600e-01  4.094494600867481e-06  2.282817932359244e-05  4.243395761829383e-07  1.933568425646513e-02  1.363877566593662e-04  3.952904862188393e-03  6.649486471386516e-04
  3.643222982709030e+06  4.939587487555823e+07  4.408270493792854e+07  8.031378201212052e-46  8.820841004283735e-26  9.032718625541943e-30  3.569909316849128e-01  3.844405006255486e-05  2.711294096487641e-41  3.191131793193871e-34  1.133955217999569e-22  6.188529183343450e-01  4.094494600823306e-06  2.282817932334616e-05  4.243396195367888e-07  1.933610867246013e-02  1.363877705938063e-04  3.952913754468895e-03  6.649487196130824e-04
  4.481358743145267e+06  4.938718605103861e+07  4.408256384955619e+07  8.031968667804380e-46  8.820842046883046e-26  9.030231227232382e-30  3.569909316849147e-01  3.844405006255486e-05  2.709981481148498e-41  3.189521214946263e-34  1.133955242989243e-22  6.188529183343431e-01  4.094494600823306e-06  2.282817932334616e-05  4.243396195367888e-07  1.933610867246014e-02  1.363877705938063e-04  3.952913754468901e-03  6.649487196130832e-04
  5.575294863553867e+06  4.937305924810903e+07  4.408233441581093e+07  8.032937823326915e-46  8.820843741308368e-26  9.026189527882139e-30  3.569905352844375e-01  3.844405005795882e-05  2.707848277925033e-41  3.186909157021019e-34  1.169397198387986e-22  6.188526981934604e-01  4.094494600759947e-06  2.282817932299291e-05  4.243396812087064e-07  1.933671235403526e-02  1.363877904158898e-04  3.952926491163884e-03  6.649488228241271e-04
  6.979450938281788e+06  4.935035074540565e+07  4.408196550130137e+07  8.034482140290514e-46  8.820846463271581e-26  9.019689772416918e-30  3.569905352844429e-01  3.844405005795882e-05  2.704421667826055e-41  3.182704974492942e-34  1.169397263663379e-22  6.188526981934550e-01  4.094494600759947e-06  2.282817932299291e-05  4.243396812087063e-07  1.933671235403530e-02  1.363877904158898e-04  3.952926491163889e-03  6.649488228241281e-04
  7.972593892144214e+06  4.932616830359484e+07  4.408157243507964e+07  8.036140612128407e-46  8.820849359556847e-26  9.012772209791276e-30  3.569899556883588e-01  3.844405005123868e-05  2.700775907898994e-41  3.178236949879506e-34  1.162611462647827e-22  6.188523768311318e-01  4.094494600667455e-06  2.282817932247723e-05  4.243397713248870e-07  1.933759532826314e-02  1.363878193802957e-04  3.952944295722314e-03  6.649489733978640e-04
  9.715720458850851e+06  4.928955783172009e+07  4.408097715655410e+07  8.038633597719130e-46  8.820853739469507e-26  9.002296637053162e-30  3.569899556883674e-01  3.844405005123868e-05  2.695263035100950e-41  3.171473867305306e-34  1.162611567776574e-22  6.188523768311230e-01  4.094494600667455e-06  2.282817932247723e-05  4.243397713248869e-07  1.933759532826319e-02  1.363878193802956e-04  3.952944295722320e-03  6.649489733978657e-04
  1.166534596700898e+07  4.923336980986643e+07  4.408006276127765e+07  8.042477395410849e-46  8.820860450569162e-26  8.986226718685371e-30  3.569893590774771e-01  3.844405004432125e-05  2.686817246379204e-41  3.161118013362403e-34  1.141765983191052e-22  6.188520459693907e-01  4.094494600572229e-06  2.282817932194632e-05  4.243398640860878e-07  1.933850452972286e-02  1.363878491948423e-04  3.952962381858278e-03  6.649491285251958e-04
  1.420992519297092e+07  4.914898609857628e+07  4.407868799837800e+07  8.048254348653952e-46  8.820870504047183e-26  8.962101324137145e-30  3.569887097079880e-01  3.844405003679209e-05  2.674167765639622e-41  3.145608766291126e-34  1.126668410642264e-22  6.188516843154721e-01  4.094494600468143e-06  2.282817932136600e-05  4.243399651955335e-07  1.933949593035921e-02  1.363878816926136e-04  3.952981802729300e-03  6.649492978350258e-04
  1.718180878513473e+07  4.902565086340129e+07  4.407667503550921e+07  8.056697948799706e-46  8.820885144032470e-26  8.926855504662319e-30  3.569887097080185e-01  3.844405003679209e-05  2.655753515673816e-41  3.123029257885733e-34  1.126668763275092e-22  6.188516843154414e-01  4.094494600468143e-06  2.282817932136600e-05  4.243399651955336e-07  1.933949593035940e-02  1.363878816926136e-04  3.952981802729338e-03  6.649492978350321e-04
  2.117599323356165e+07  4.883249395083205e+07  4.407351475172516e+07  8.069990694755006e-46  8.820907941818906e-26  8.871712278909394e-30  3.569879055283730e-01  3.844405002746793e-05  2.627091515440459e-41  3.087906499325130e-34  1.192511105946929e-22  6.188512337339371e-01  4.094494600338460e-06  2.282817932064298e-05  4.243400906687335e-07  1.934072661310223e-02  1.363879220211835e-04  3.953005630326236e-03  6.649495082011364e-04
