#              X                D                V                M
0.0000100000000000 0.9200000000000000 -0.0000075000000000 0.0000000000000000
0.0000100903947853 0.9200000000001274 -0.0000075677594693 0.0000000000000001
0.0000101816066923 0.9200000000002559 -0.0000076361314488 0.0000000000000002
0.0000102736431074 0.9200000000003856 -0.0000077051214754 0.0000000000000003
0.0000103665114837 0.9200000000005165 -0.0000077747351358 0.0000000000000004
0.0000104602193416 0.9200000000006484 -0.0000078449780674 0.0000000000000005
0.0000105547742698 0.9200000000007816 -0.0000079158559585 0.0000000000000006
0.0000106501839252 0.9200000000009163 -0.0000079873745488 0.0000000000000008
0.0000107464560341 0.9200000000010518 -0.0000080595396298 0.0000000000000009
0.0000108435983927 0.9200000000011888 -0.0000081323570455 0.0000000000000010
0.0000109416188675 0.9200000000013268 -0.0000082058326927 0.0000000000000011
0.0000110405253964 0.9200000000014662 -0.0000082799725215 0.0000000000000012
0.0000111403259886 0.9200000000016069 -0.0000083547825356 0.0000000000000013
0.0000112410287262 0.9200000000017486 -0.0000084302687932 0.0000000000000014
0.0000113426417640 0.9200000000018919 -0.0000085064374073 0.0000000000000016
0.0000114451733307 0.9200000000020364 -0.0000085832945459 0.0000000000000017
0.0000115486317293 0.9200000000021822 -0.0000086608464329 0.0000000000000018
0.0000116530253379 0.9200000000023292 -0.0000087390993486 0.0000000000000019
0.0000117583626102 0.9200000000024776 -0.0000088180596298 0.0000000000000020
0.0000118646520765 0.9200000000026275 -0.0000088977336708 0.0000000000000022
0.0000119719023442 0.9200000000027786 -0.0000089781279236 0.0000000000000023
0.0000120801220984 0.9200000000029311 -0.0000090592488985 0.0000000000000024
0.0000121893201028 0.9200000000030849 -0.0000091411031647 0.0000000000000025
0.0000122995052001 0.9200000000032401 -0.0000092236973507 0.0000000000000027
0.0000124106863133 0.9200000000033969 -0.0000093070381452 0.0000000000000028
0.0000125228724458 0.9200000000035550 -0.0000093911322970 0.0000000000000029
0.0000126360726824 0.9200000000037145 -0.0000094759866160 0.0000000000000030
0.0000127502961901 0.9200000000038754 -0.0000095616079739 0.0000000000000032
0.0000128655522187 0.9200000000040377 -0.0000096480033042 0.0000000000000033
0.0000129818501018 0.9200000000042017 -0.0000097351796032 0.0000000000000034
0.0000130991992570 0.9200000000043671 -0.0000098231439305 0.0000000000000036
0.0000132176091874 0.9200000000045337 -0.0000099119034094 0.0000000000000037
0.0000133370894819 0.9200000000047023 -0.0000100014652277 0.0000000000000039
0.0000134576498159 0.9200000000048721 -0.0000100918366382 0.0000000000000040
0.0000135792999525 0.9200000000050436 -0.0000101830249591 0.0000000000000041
0.0000137020497428 0.9200000000052165 -0.0000102750375749 0.0000000000000043
0.0000138259091273 0.9200000000053911 -0.0000103678819367 0.0000000000000044
0.0000139508881360 0.9200000000055671 -0.0000104615655632 0.0000000000000046
0.0000140769968898 0.9200000000057447 -0.0000105560960408 0.0000000000000047
0.0000142042456009 0.9200000000059241 -0.0000106514810246 0.0000000000000049
0.0000143326445740 0.9200000000061050 -0.0000107477282389 0.0000000000000050
0.0000144622042069 0.9200000000062876 -0.0000108448454778 0.0000000000000052
0.0000145929349913 0.9200000000064719 -0.0000109428406060 0.0000000000000053
0.0000147248475138 0.9200000000066577 -0.0000110417215590 0.0000000000000055
0.0000148579524568 0.9200000000068452 -0.0000111414963442 0.0000000000000056
0.0000149922605990 0.9200000000070344 -0.0000112421730415 0.0000000000000058
